epochs,Batch-level |features|,TPR KMeans,FPR KMeans,TPR Gaussian,FPR Gaussian,Retrain ACC,Retrain ASR
5,16107,,,,,,
10,,93.8,0.0,99.68,2.36,,
10,,,,,,0.7364,0.031
